question_id,domain,response,phase2_remediation_class,implementation_state,why_no,missing_evidence,remediation_owner,technical_vs_human,cursor_can_remediate,production_evidence_required,external_party_required
SEF-10.2,SEF,NO,F_ORGANIZATIONAL,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),human,False,False,False
STA-01.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. THREAT_MODEL.md explicitly documents the shared-responsibility boundary between WhitePact and its own upstream infra vendors and its own downstream MCP-tool callers.,,CSP (WhitePact),technical,True,False,False
STA-01.2,STA,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
STA-02.1,STA,NO,H_CUSTOMER_SHARED,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/VENDOR_RISK_ASSESSMENT.md documents each upstream vendor's (Render/Supabase/Upstash) role and inherited responsibilities.,,CSP (WhitePact),technical,False,False,False
STA-02.2,STA,NO,H_CUSTOMER_SHARED,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),technical,False,False,False
STA-03.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,No formal SSRM-guidance document is published to CSCs yet -- no live paying-customer base to publish it to.,,CSC (customer),technical,True,False,False
STA-04.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,No formal per-CCM-control SSRM delineation table exists beyond this CAIQ submission itself.,,CSP (WhitePact),technical,True,False,False
STA-05.1,STA,NO,H_CUSTOMER_SHARED,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. compliance/VENDOR_RISK_ASSESSMENT.md reviews each vendor's own published certifications/documentation.,,CSP (WhitePact),technical,False,False,False
STA-06.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. The portions WhitePact is responsible for (application-layer security, the entire governance pipeline, encryption of specific PII fields) are implemented and tested (1723+ tests); not yet independently audited.",,CSP (WhitePact),technical,True,False,False
STA-07.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. pyproject.toml + SBOM (CycloneDX, generated on every release) is a real, current supply-chain inventory of every dependency.",,CSP (WhitePact),technical,True,False,False
STA-08.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. No formal periodic review cadence for vendor risk exists yet -- compliance/VENDOR_RISK_ASSESSMENT.md was a point-in-time review.,,CSP (WhitePact),technical,True,False,False
STA-09.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,No live paying-customer service agreements exist yet -- compliance/DPA_TEMPLATE.md and TERMS_OF_SERVICE.md are drafted but not yet attorney-reviewed or executed.,,CSP (WhitePact),technical,True,False,False
STA-09.2,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,No formal annual review cadence — policies updated with codebase changes. See GOVERNANCE.md; not calendar-driven operational proof.,,CSP (WhitePact),technical,True,False,False
STA-10.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,Not applicable -- no such agreements exist yet to review annually.,,CSP (WhitePact),technical,True,False,False
STA-11.1,STA,NO,I_LEGAL_PRIVACY,MISSING,No formal annual internal-assessment process exists yet beyond the ad hoc security reviews already documented.,,CSP (WhitePact),technical,False,False,True
STA-12.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,"No formal supply-chain-vendor compliance-requirement policy document exists yet -- dependency vetting today is via pip-audit/dependency-review.yml automated scanning, not contractual vendor requirements.",,CSP (WhitePact),technical,True,False,False
STA-13.1,STA,NO,F_ORGANIZATIONAL,MISSING,No formal periodic supply-chain-partner IT-governance review exists yet.,,CSP (WhitePact),human,False,False,False
STA-14.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. No formal periodic security-assessment process for supply-chain organizations exists yet beyond the one-time compliance/VENDOR_RISK_ASSESSMENT.md review.,,CSP (WhitePact),technical,True,False,False
STA-15.1,STA,NO,F_ORGANIZATIONAL,MISSING,Subprocessor IT governance not reviewed annually — see SUBPROCESSOR_REGISTER.md.,,CSP (WhitePact),human,False,False,False
STA-16.1,STA,NO,E_CI_SUPPLY_CHAIN,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Supply chain: .github/workflows/security-scan.yml; compliance/VENDOR_RISK_ASSESSMENT.md.,,CSP (WhitePact),technical,True,False,False
TVM-01.2,TVM,NO,F_ORGANIZATIONAL,MISSING,"No formal annual review cadence yet -- solo-founder team, policies are updated as the codebase changes rather than on a calendar. See GOVERNANCE.md.",Owner sign-off required.,CSP (WhitePact),human,False,False,False
TVM-02.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,No dedicated endpoint anti-malware policy exists -- no managed endpoint fleet; solo founder's own device is out of this control's real scope.,Owner sign-off required.,CSP (WhitePact),technical,True,False,False
TVM-02.2,TVM,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
TVM-04.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. GitHub Actions runners and pip-audit/Bandit tool versions are refreshed automatically on every scheduled run (they pull the latest vulnerability feed each time).,,CSP (WhitePact),technical,True,False,False
TVM-04.2,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. THREAT_MODEL.md maintained; not calendar-reviewed.,,CSP (WhitePact),technical,True,False,False
TVM-05.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,OWNER ASSERTION / narrative only — no verifiable repository implementation cited. pip-audit specifically audits third-party dependencies (not just first-party code) on every PR and weekly schedule.,,CSP (WhitePact),technical,True,False,False
TVM-06.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,DOCUMENTED PROCESS / policy text only — not operational proof per compliance/CAIQ_EVIDENCE_BOUNDARY.md. No independent third-party penetration test has been performed yet -- funding-gated. See compliance/NO_BUDGET_TRUST_PATH.md for the honest interim self-conducted-scan alternative and the exact language for describing this status to a buyer without overclaiming.,Collect provider attestation or implement in-repo control.,Cloud / third-party provider,technical,True,False,False
TVM-07.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Bandit (SAST) + pip-audit (dependency CVEs), both scheduled weekly via .github/workflows/security-scan.yml, with today's actual result documented in compliance/NO_BUDGET_TRUST_PATH.md.",,CSP (WhitePact),technical,True,False,False
TVM-08.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"OWNER ASSERTION / narrative only — no verifiable repository implementation cited. Findings are triaged by real severity (Bandit's HIGH/MEDIUM/LOW, pip-audit's CVE severity) rather than fixed blindly by volume -- see today's documented B104 finding, reviewed and accepted, not blindly 'fixed'.",,CSP (WhitePact),technical,True,False,False
TVM-09.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"No formal tracked-ticket workflow for vulnerability remediation exists yet -- handled directly via git commits/PRs, with CHANGELOG.md as the record.",,CSP (WhitePact),technical,True,False,False
TVM-10.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,"No formal recurring metrics report exists yet -- security-scan.yml's artifact history is the current, checkable record.",,CSP (WhitePact),technical,True,False,False
TVM-12.1,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,No formal vuln remediation metrics reporting cadence.,,CSP (WhitePact),technical,True,False,False
TVM-13.2,TVM,NO,B_RUNTIME_ARCHITECTURE,MISSING,Guardrails not continuously re-evaluated against regulatory changes.,Collect provider attestation or implement in-repo control.,CSP (WhitePact),technical,True,False,False
UEM-01.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-01.2,UEM,NO,F_ORGANIZATIONAL,MISSING,Not applicable -- no such policy exists yet.,,CSP (WhitePact),human,False,False,False
UEM-02.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-03.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,Not applicable -- no managed endpoint fleet.,,CSP (WhitePact),technical,False,False,False
UEM-04.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-05.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-06.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No formal enforced-lock-screen policy exists -- personal device practice, not organizationally enforced/verified.",,CSP (WhitePact),technical,False,False,False
UEM-07.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,Not applicable -- no managed endpoint fleet; application-level change management (git/CI) is unrelated to this control.,,CSP (WhitePact),technical,False,False,False
UEM-08.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No organization-mandated full-disk-encryption verification process exists -- personal device practice, not centrally enforced/audited.",,CSP (WhitePact),technical,False,False,False
UEM-09.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-10.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"No managed endpoint fleet exists -- solo-founder company, no organization-issued devices to manage under a UEM/MDM program.",Owner sign-off required.,CSP (WhitePact),technical,False,False,False
UEM-11.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"Not applicable -- no managed endpoint fleet, no DLP program.",,CSP (WhitePact),technical,False,False,False
UEM-12.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,Not applicable -- no managed mobile endpoint fleet.,,CSP (WhitePact),technical,False,False,False
UEM-13.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,Not applicable -- no managed endpoint fleet.,,CSP (WhitePact),technical,False,False,False
UEM-14.1,UEM,NO,J_ENDPOINT_SECURITY,MISSING,"Third-party endpoint security is inherited from each SaaS vendor's (GitHub, PyPI, hosting providers) own security posture -- not independently verified/contracted by WhitePact.",Collect provider attestation or implement in-repo control.,Cloud / third-party provider,technical,False,False,False
